,0,1,2,3,4,5
0,0.0031164163038368596,0.0030959065364421744,0.0030971194813572277,0.003096270020508351,0.9844794763863167,0.003114811271538633
1,0.024126490800082393,0.023852946287186254,0.023867751147122255,0.023827109962361946,0.024073804446879017,0.8802518973563681
2,0.01126281742251352,0.011146309740604375,0.011152833152611674,0.011147829371915198,0.011219311281016903,0.9440708990313383
3,0.0020190517540249987,0.0020304825019908943,0.002024538696174928,0.989877065064804,0.002023428637728435,0.0020254333452767817
4,0.0020190517540249987,0.0020304825019908943,0.002024538696174928,0.989877065064804,0.002023428637728435,0.0020254333452767817
5,0.0019338344629761398,0.0019358693612380846,0.0019324775092785498,0.9903214313922737,0.001935601668157852,0.0019407856060757733
6,0.9303436706359203,0.013909913459288993,0.013912190790430075,0.013901396019657895,0.013962320675052854,0.013970508419649953
7,0.008819678954205731,0.008795789342272315,0.008795766624366203,0.008804358261560272,0.9559288048673054,0.008855601950290096
8,0.005074535025695421,0.005066498552634248,0.005065530559879834,0.00506383011649947,0.005082173341245023,0.9746474324040459
9,0.7905248889434234,0.04178275923332127,0.04180319506466491,0.041703936133977826,0.04211130892908497,0.04207391169552758
10,0.0031127164808093725,0.003158146902608629,0.003172828450132744,0.0030966738160947576,0.9843480799095657,0.0031115544407887426
11,0.024126490800082393,0.023852946287186254,0.023867751147122255,0.023827109962361946,0.024073804446879017,0.8802518973563681
12,0.01126281742251352,0.011146309740604375,0.011152833152611674,0.011147829371915198,0.011219311281016903,0.9440708990313383
13,0.001994887353409364,0.0020052530143667355,0.002000678929584451,0.9899978833406394,0.001999470697983879,0.00200182666401622
14,0.001994887353409364,0.0020052530143667355,0.002000678929584451,0.9899978833406394,0.001999470697983879,0.00200182666401622
15,0.001911648324699184,0.0019147095115066325,0.0019107282570445688,0.9904301251628576,0.0019136695218352035,0.0019191192220568464
16,0.9303436706359203,0.013909913459288993,0.013912190790430075,0.013901396019657895,0.013962320675052854,0.013970508419649953
17,0.008819678954205731,0.008795789342272315,0.008795766624366203,0.008804358261560272,0.9559288048673054,0.008855601950290096
18,0.005074535025695421,0.005066498552634248,0.005065530559879834,0.00506383011649947,0.005082173341245023,0.9746474324040459
19,0.0034346977093015507,0.0034116340856765828,0.0034125897273571395,0.0034125694920270786,0.9828976480670584,0.003430860918579144
20,0.024126490800082393,0.023852946287186254,0.023867751147122255,0.023827109962361946,0.024073804446879017,0.8802518973563681
21,0.01126281742251352,0.011146309740604375,0.011152833152611674,0.011147829371915198,0.011219311281016903,0.9440708990313383
22,0.001994887353409364,0.0020052530143667355,0.002000678929584451,0.9899978833406394,0.001999470697983879,0.00200182666401622
23,0.001994887353409364,0.0020052530143667355,0.002000678929584451,0.9899978833406394,0.001999470697983879,0.00200182666401622
24,0.001911648324699184,0.0019147095115066325,0.0019107282570445688,0.9904301251628576,0.0019136695218352035,0.0019191192220568464
25,0.9303436706359203,0.013909913459288993,0.013912190790430075,0.013901396019657895,0.013962320675052854,0.013970508419649953
26,0.008819678954205731,0.008795789342272315,0.008795766624366203,0.008804358261560272,0.9559288048673054,0.008855601950290096
27,0.005074535025695421,0.005066498552634248,0.005065530559879834,0.00506383011649947,0.005082173341245023,0.9746474324040459
28,0.0034346977093015507,0.0034116340856765828,0.0034125897273571395,0.0034125694920270786,0.9828976480670584,0.003430860918579144
29,0.024126490800082393,0.023852946287186254,0.023867751147122255,0.023827109962361946,0.024073804446879017,0.8802518973563681
30,0.01126281742251352,0.011146309740604375,0.011152833152611674,0.011147829371915198,0.011219311281016903,0.9440708990313383
31,0.001994887353409364,0.0020052530143667355,0.002000678929584451,0.9899978833406394,0.001999470697983879,0.00200182666401622
32,0.001994887353409364,0.0020052530143667355,0.002000678929584451,0.9899978833406394,0.001999470697983879,0.00200182666401622
33,0.001911648324699184,0.0019147095115066325,0.0019107282570445688,0.9904301251628576,0.0019136695218352035,0.0019191192220568464
34,0.9303436706359203,0.013909913459288993,0.013912190790430075,0.013901396019657895,0.013962320675052854,0.013970508419649953
35,0.008819678954205731,0.008795789342272315,0.008795766624366203,0.008804358261560272,0.9559288048673054,0.008855601950290096
36,0.005074535025695421,0.005066498552634248,0.005065530559879834,0.00506383011649947,0.005082173341245023,0.9746474324040459
37,0.001956579123215835,0.001959605824688065,0.001955359013707085,0.9902087953818989,0.0019562476920136967,0.0019634129644764704
38,0.0018767380510080545,0.001872082910904421,0.0018693540882583517,0.990623586288192,0.0018741178424167744,0.001884120819220356
39,0.001956579123215835,0.001959605824688065,0.001955359013707085,0.9902087953818989,0.0019562476920136967,0.0019634129644764704
40,0.0031164163038368596,0.0030959065364421744,0.0030971194813572277,0.003096270020508351,0.9844794763863167,0.003114811271538633
41,0.024126490800082393,0.023852946287186254,0.023867751147122255,0.023827109962361946,0.024073804446879017,0.8802518973563681
42,0.01126281742251352,0.011146309740604375,0.011152833152611674,0.011147829371915198,0.011219311281016903,0.9440708990313383
43,0.9240293708133791,0.015172106424633245,0.015174121854184652,0.015161184746407522,0.015221406796031444,0.015241809365363826
44,0.008819678954205731,0.008795789342272315,0.008795766624366203,0.008804358261560272,0.9559288048673054,0.008855601950290096
45,0.005074535025695421,0.005066498552634248,0.005065530559879834,0.00506383011649947,0.005082173341245023,0.9746474324040459
46,0.0031164163038368596,0.0030959065364421744,0.0030971194813572277,0.003096270020508351,0.9844794763863167,0.003114811271538633
47,0.024126490800082393,0.023852946287186254,0.023867751147122255,0.023827109962361946,0.024073804446879017,0.8802518973563681
