,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.00035842293906830793,0.0003584229390686136,0.00035842293906810486,0.00035842293906827085,0.00035842293906810486,0.0003584229390685853,0.0003584229390684749,0.0003584229390685639,0.0003584229390684607,0.00035842293906810486,0.00035842293906810486,0.0003584229390683111,0.0003584229390682518,0.0003584229390682676,0.0003584229390686613,0.00035842293906810486,0.00035842293906810486,0.0003584229390686783,0.00035842293906810486,0.9896057347670194,0.00035842293906810486,0.00035842293906810486,0.00035842293906810486,0.00035842293906810486,0.0003584229390685767,0.00035842293906810486,0.00035842293906810486,0.0003584229390684039,0.0003584229390682619,0.00035842293906860137
1,0.003030303030303668,0.003030303030304735,0.003030303030303039,0.0030303030303035967,0.003030303030303039,0.003030303030304814,0.0030303030303050846,0.003030303030305995,0.003030303030303039,0.003030303030303039,0.003030303030303039,0.003030303030303798,0.003030303030303545,0.0030303030303034206,0.9121212121211875,0.003030303030303039,0.003030303030303039,0.0030303030303078407,0.003030303030303039,0.0030303030303061086,0.003030303030303039,0.003030303030303039,0.003030303030303039,0.003030303030303039,0.003030303030303039,0.003030303030303039,0.003030303030303039,0.0030303030303048266,0.0030303030303035815,0.003030303030306164
2,0.001754385964913101,0.0017543859649134523,0.0017543859649122896,0.0017543859649128955,0.0017543859649122896,0.0017543859649136481,0.0017543859649139632,0.0017543859649133626,0.0017543859649122896,0.0017543859649122896,0.0017543859649122896,0.0017543859649130343,0.001754385964912856,0.001754385964912894,0.0017543859649142733,0.0017543859649122896,0.0017543859649122896,0.0017543859649150099,0.0017543859649122896,0.0017543859649143975,0.0017543859649122896,0.0017543859649122896,0.0017543859649122896,0.0017543859649122896,0.054385964912279636,0.0017543859649122896,0.0017543859649122896,0.0017543859649129772,0.0017543859649128898,0.8964912280701595
3,0.0003875968992252476,0.0003875968992251304,0.00038759689922481357,0.00038759689922519326,0.00038759689922481357,0.0003875968992250982,0.000387596899225159,0.0003875968992249062,0.00038759689922481357,0.00038759689922481357,0.00038759689922481357,0.00038759689922517276,0.0003875968992251823,0.9887596899222566,0.00038759689922518263,0.00038759689922481357,0.00038759689922481357,0.0003875968992251106,0.00038759689922481357,0.00038759689922516653,0.00038759689922481357,0.00038759689922481357,0.00038759689922481357,0.00038759689922481357,0.00038759689922534125,0.00038759689922481357,0.00038759689922481357,0.0003875968992250436,0.00038759689944366216,0.0003875968992251711
4,0.0003875968992252476,0.0003875968992251304,0.00038759689922481357,0.00038759689922519326,0.00038759689922481357,0.0003875968992250982,0.000387596899225159,0.0003875968992249062,0.00038759689922481357,0.00038759689922481357,0.00038759689922481357,0.00038759689922517276,0.0003875968992251823,0.9887596899222566,0.00038759689922518263,0.00038759689922481357,0.00038759689922481357,0.0003875968992251106,0.00038759689922481357,0.00038759689922516653,0.00038759689922481357,0.00038759689922481357,0.00038759689922481357,0.00038759689922481357,0.00038759689922534125,0.00038759689922481357,0.00038759689922481357,0.0003875968992250436,0.00038759689944366216,0.0003875968992251711
5,0.00035460992907842984,0.0003546099290784723,0.0003546099290780217,0.0003546099290783821,0.0003546099290780217,0.0003546099290784332,0.0003546099290784186,0.0695947169338903,0.0003546099290780217,0.0003546099290780217,0.0003546099290780217,0.000354609929078397,0.0003546099290783658,0.9204762050519191,0.00035460992907855766,0.0003546099290780217,0.0003546099290780217,0.0003546099290784531,0.0003546099290780217,0.00035460992907844003,0.0003546099290780217,0.0003546099290780217,0.0003546099290780217,0.0003546099290780217,0.0003546099290784678,0.0003546099290780217,0.0003546099290780217,0.0003546099290785127,0.0003546099290784188,0.00035460992907847933
6,0.0023809523809530508,0.002380952380955356,0.002380952380952389,0.002380952380952917,0.002380952380952389,0.0023809523809546515,0.002380952380954001,0.002380952380953459,0.002380952380952389,0.002380952380952389,0.002380952380952389,0.0023809523809529927,0.0023809523809529003,0.002380952380952949,0.0023809523809548185,0.002380952380952389,0.002380952380952389,0.9309523809523622,0.002380952380952389,0.002380952380954518,0.002380952380952389,0.002380952380952389,0.002380952380952389,0.002380952380952389,0.002380952380952389,0.002380952380952389,0.002380952380952389,0.002380952380952929,0.0023809523809528994,0.0023809523809546233
7,0.0015873015873021541,0.9539682539682359,0.001587301587301595,0.0015873015873020095,0.001587301587301595,0.0015873015873046053,0.001587301587302952,0.0015873015873023534,0.001587301587304955,0.001587301587301595,0.001587301587301595,0.0015873015873020815,0.0015873015873019572,0.001587301587302089,0.0015873015873031134,0.001587301587301595,0.001587301587301595,0.0015873015873027274,0.001587301587301595,0.0015873015873031286,0.001587301587301595,0.001587301587301595,0.001587301587301595,0.001587301587301595,0.001587301587301595,0.001587301587301595,0.001587301587301595,0.0015873015873020028,0.0015873015873020097,0.0015873015873032086
8,0.0007751937984499928,0.0007751937984502035,0.000775193798449623,0.000775193798450126,0.000775193798449623,0.0007751937984502135,0.9775193798449473,0.0007751937984499587,0.000775193798449623,0.000775193798449623,0.000775193798449623,0.0007751937984501616,0.000775193798450107,0.0007751937984501969,0.0007751937984505751,0.000775193798449623,0.000775193798449623,0.0007751937984504454,0.000775193798449623,0.000775193798450695,0.000775193798449623,0.000775193798449623,0.000775193798449623,0.000775193798449623,0.000775193798450529,0.000775193798449623,0.000775193798449623,0.0007751937984500211,0.0007751937984501216,0.0007751937984546082
9,0.004761904761906305,0.004761904761907594,0.004761904761904821,0.0047619047619065205,0.004761904761904821,0.004761904761908771,0.004761904761909301,0.004761904761909713,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761906964,0.004761904761906963,0.0047619047619059515,0.004761904761915375,0.004761904761904821,0.004761904761904821,0.004761904761918149,0.004761904761904821,0.8619047619046784,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761904821,0.004761904761924783,0.004761904761904821,0.004761904761904821,0.0047619047619105095,0.004761904761906511,0.004761904761910913
