,0,1,2,3,4,5
0,0.003279896480739641,0.003280859844035656,0.003308723037616701,0.9835544515648833,0.0032795156084208916,0.0032965534643037437
1,0.023834007260307134,0.02406517629556397,0.8804407229263271,0.023918226211063393,0.023826977463404755,0.023914889843333634
2,0.011149649752804707,0.011111294946936136,0.011251836123492145,0.011212822426652311,0.011146941023286677,0.944127455726828
3,0.002128983872454895,0.0021104276684107007,0.0021213536856391196,0.002126321663509509,0.9893873480080244,0.0021255651019613736
4,0.002128983872454895,0.0021104276684107007,0.0021213536856391196,0.002126321663509509,0.9893873480080244,0.0021255651019613736
5,0.0020269445377193484,0.002031035616896039,0.0020270919908839105,0.002027908946020205,0.989861458756862,0.002025560151618349
6,0.013943847942208171,0.013889150446118463,0.7060146351978992,0.2382043453836523,0.013939216564974762,0.014008804465147228
7,0.00928667767393109,0.009263131800961362,0.009295760250772575,0.953499160920421,0.009290411986636458,0.009364857367277482
8,0.005391458070844673,0.005379880316751768,0.005412723743595992,0.005411520669271561,0.005392220575578315,0.9730121966239577
9,0.041753973496153604,0.041666929898707225,0.7909472038745041,0.04196805511430684,0.041740433174122536,0.04192340444220571
10,0.003350678040643398,0.0032811871005262415,0.003304029390475794,0.9834364577254455,0.003332549938161709,0.003295097804747306
11,0.023834007260307134,0.02406517629556397,0.8804407229263271,0.023918226211063393,0.023826977463404755,0.023914889843333634
12,0.011149649752804707,0.011111294946936136,0.011251836123492145,0.011212822426652311,0.011146941023286677,0.944127455726828
13,0.002102783211601063,0.0020840397725908942,0.002094685516576348,0.0021001389335799604,0.9895181109947547,0.002100241570896862
14,0.002102783211601063,0.0020840397725908942,0.002094685516576348,0.0021001389335799604,0.9895181109947547,0.002100241570896862
15,0.0020032454026093606,0.0020065636190630836,0.0020027184984904942,0.00200408632293806,0.9899808228921061,0.00200256326479297
16,0.013943847942208171,0.013889150446118463,0.7060146351978992,0.2382043453836523,0.013939216564974762,0.014008804465147228
