,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.000490196078431377,0.0004901960784313771,0.0004901960784313771,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.0004901960784313771,0.000490196078431377,0.0004901960784313771,0.0004901960784313771,0.000490196078431377,0.0004901960784313771,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.0004901960784313771,0.0004901960784313771,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.9808823529411764,0.000490196078431377,0.0004901960784313771,0.000490196078431377,0.0004901960784313771,0.0004901960784313771,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.000490196078431377,0.0004901960784313771,0.000490196078431377,0.000490196078431377
1,0.0035714285714285804,0.0035714285714285804,0.003571428571428581,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.003571428571428581,0.0035714285714285804,0.0035714285714360675,0.0035714285714285804,0.0035714285714285804,0.003571428571428581,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.003571428571428581,0.0035714285714286095,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.003571428571428581,0.0035714285714285804,0.8607142857142778,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804,0.0035714285714285804
2,0.0016666666666666744,0.07025250314354095,0.0016666666666666746,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666752,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666746,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666746,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666746,0.0016666666666666744,0.0016666666666666744,0.8664141635231254,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744,0.0016666666666666744
3,0.00031645569620253745,0.0003164556962025375,0.0003164556962025375,0.0003164556962025375,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.9876582278481011,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745
4,0.00031645569620253745,0.0003164556962025375,0.0003164556962025375,0.0003164556962025375,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.9876582278481011,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745,0.00031645569620253745
5,0.0003012048192771145,0.00030120481927711453,0.00030120481927711453,0.00030120481927711453,0.0003012048192771145,0.0003012048192771145,0.00030120481927711453,0.0003012048192771145,0.00030120481927711453,0.00030120481927711453,0.00030120481927711453,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145,0.00030120481927711453,0.00030120481927711453,0.0003012048192771145,0.0003012048192771145,0.00030120481927711453,0.0003012048192771145,0.00030120481927711453,0.0003012048192771145,0.00030120481927711453,0.00030120481927711453,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145,0.00030120481927758215,0.988253012048192,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145,0.0003012048192771145
6,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333336,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.9187499999999995,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394,0.0020833333333333394
7,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.05694444444444404,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.8902777777777784,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959,0.0013888888888888959
8,0.0008064516129032333,0.0008064516129032333,0.0008064516129032334,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032334,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.8214613698174607,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032334,0.0008064516129032333,0.0008064516129032333,0.14789346889221663,0.0008064516129032333,0.0008064516129032334,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333,0.0008064516129032333
9,0.006250000000000008,0.006250000000000008,0.756249999999976,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000009,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000023721,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000009,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008,0.006250000000000008
