100	{'C': 100.0}	0.5375029117167482
200	{'C': 1000.0}	0.568600046587468
300	{'C': 1000.0}	0.6818075937572793
400	{'C': 1000.0}	0.6376659678546471
500	{'C': 1000.0}	0.75658047985092
600	{'C': 1000.0}	0.7066154204518984
700	{'C': 1000.0}	0.8123689727463312
800	{'C': 1000.0}	0.731190309806662
900	{'C': 1000.0}	0.8124854414162591
1000	{'C': 1000.0}	0.6563009550430934
1100	{'C': 1000.0}	0.624970882832518
1200	{'C': 1000.0}	0.7443512695085023
1300	{'C': 1000.0}	0.7379454926624739
1400	{'C': 1000.0}	0.7690426275331936
1500	{'C': 1000.0}	0.7748660610295831
1600	{'C': 1000.0}	0.806429070580014
1700	{'C': 1000.0}	0.7066154204518984
1800	{'C': 1000.0}	0.7935010482180295
1900	{'C': 1000.0}	0.7689261588632658
2000	{'C': 1000.0}	0.6502445842068484
2100	{'C': 1000.0}	0.7311903098066619
2200	{'C': 1000.0}	0.6689960400652225
2300	{'C': 1000.0}	0.7437689261588633
2400	{'C': 1000.0}	0.7563475425110645
2500	{'C': 1000.0}	0.7562310738411367
2600	{'C': 1000.0}	0.8124854414162591
2700	{'C': 1000.0}	0.6882133706033078
2800	{'C': 1000.0}	0.7686932215234102
2900	{'C': 1000.0}	0.7749825296995109
3000	{'C': 1000.0}	0.7000931749359424
3100	{'C': 1000.0}	0.6878639645935243
3200	{'C': 1000.0}	0.7749825296995109
3300	{'C': 1000.0}	0.6627067318891218
