100	{'C': 1000.0}	0.5999301187980434
200	{'C': 1000.0}	0.6372000931749359
300	{'C': 100.0}	0.681341719077568
400	{'C': 1000.0}	0.7379454926624739
500	{'C': 1000.0}	0.7628697880270208
600	{'C': 1000.0}	0.8192406242720708
700	{'C': 1000.0}	0.7936175168879571
800	{'C': 1000.0}	0.7876776147216399
900	{'C': 1000.0}	0.8378756114605171
1000	{'C': 1000.0}	0.7873282087118566
1100	{'C': 100.0}	0.7064989517819708
1200	{'C': 1000.0}	0.8065455392499418
1300	{'C': 1000.0}	0.7750989983694386
1400	{'C': 1000.0}	0.8194735616119265
1500	{'C': 100.0}	0.8190076869322153
1600	{'C': 1000.0}	0.8626834381551363
1700	{'C': 100.0}	0.7938504542278128
1800	{'C': 1000.0}	0.8625669694852084
1900	{'C': 100.0}	0.8188912182622875
2000	{'C': 100.0}	0.7626368506871651
2100	{'C': 1000.0}	0.8061961332401584
2200	{'C': 1000.0}	0.7811553692056837
2300	{'C': 1000.0}	0.7812718378756115
2400	{'C': 1000.0}	0.8191241556021431
2500	{'C': 1000.0}	0.818658280922432
2600	{'C': 1000.0}	0.8565105986489634
2700	{'C': 1000.0}	0.8375262054507339
2800	{'C': 1000.0}	0.8376426741206616
2900	{'C': 1000.0}	0.8439319822967621
3000	{'C': 100.0}	0.7691590962031215
3100	{'C': 100.0}	0.7316561844863733
3200	{'C': 1000.0}	0.8187747495923596
3300	{'C': 1000.0}	0.7253668763102725
